from,to,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,label
4549872,3322521,2,3,0,0,2,3,0
4653134,1869490,13,4,0,0,13,4,0
2424992,2178888,1,1,0,0,1,1,0
2886937,654181,1,2,0,0,1,2,0
4792775,3151606,53,26,0,0,53,26,0
3429902,1601534,1,1,0,0,1,1,0
2619464,580662,4,3,0,0,4,3,0
4595885,2016527,64,3,0,0,64,3,0
4744663,3692309,1,1,0,0,1,1,0
2717142,3698663,3,3,0,0,3,3,0
3780795,4317680,3,1,0,0,3,1,0
2615779,3736516,3,1,0,0,3,1,0
374249,3536321,4,1,0,0,4,1,0
1871045,4661284,2,7,0,0,2,7,0
2222354,3407659,5,2,0,0,5,2,0
3684820,2549699,2,13,0,0,2,13,0
4635823,350486,1,4,0,0,1,4,0
4055160,4133164,1,29,0,0,1,29,0
34581,645327,6,1,0,0,6,1,0
952973,991380,23,2,0,0,23,2,0
4000239,4390258,1,2,0,0,1,2,0
3051674,3279827,1,2,0,0,1,2,0
3372247,4686151,1,195,0,0,1,195,0
4413982,1103229,2,26,0,0,2,26,0
440119,2897292,1,4,0,0,1,4,0
609688,2042916,9,85,0,0,9,85,0
622318,3529919,16,2,0,0,16,2,0
4388984,1524401,1,1,0,0,1,1,0
392019,4210223,3,2,0,0,3,2,0
3577970,4231074,2,1,0,0,2,1,0
4308208,3121973,2,1,0,0,2,1,0
442814,1567242,8,1,0,0,8,1,0
828000,2394626,1,59,0,0,1,59,0
1271720,2540716,1,1,0,0,1,1,0
1383487,3665901,2,1,0,0,2,1,0
97477,980456,1,1,0,0,1,1,0
4173473,2340647,2,1,0,0,2,1,0
4324223,1840105,1,1,0,0,1,1,0
464418,4489947,1,40,0,0,1,40,0
2160795,2426495,3,2,0,0,3,2,0
3307415,4743839,1,1,0,0,1,1,0
1238828,1226063,2,2,0,0,2,2,0
3796828,3317900,1,1,0,0,1,1,0
1727757,1025728,4,2,0,0,4,2,0
3454008,3272029,1,4,0,0,1,4,0
1668845,3249473,4,1,0,0,4,1,0
3440941,2897300,1,1,0,0,1,1,0
2068348,4357437,1,1,0,0,1,1,0
2372731,1876227,12,5,0,0,12,5,0
2583951,4801505,1,2,0,0,1,2,0
3195417,2011303,2,25,0,0,2,25,0
1547489,2871297,1,1,0,0,1,1,0
484635,584201,4,1,0,0,4,1,0
1143315,4836916,1,1,0,0,1,1,0
2761920,3981470,5,1,0,0,5,1,0
1237660,1129984,1,3,0,0,1,3,0
4562629,1780233,1,1,0,0,1,1,0
4464431,1620379,3,3,0,0,3,3,0
1139174,2817600,1,1,0,0,1,1,0
3484853,3854316,1,3,0,0,1,3,0
3676373,2633644,1,1,0,0,1,1,0
4421136,2534402,2,1,0,0,2,1,0
3437742,3802399,1,1,0,0,1,1,0
2028801,3895373,9,1,0,0,9,1,0
3059539,788113,2,1,0,0,2,1,0
571264,1145769,1,2,0,0,1,2,0
2554489,4638688,4,1,0,0,4,1,0
2758316,3397645,1,1,0,0,1,1,0
2465415,4785830,73,48,0,0,73,48,0
3622274,2961391,4,2,0,0,4,2,0
3436250,4290041,1,1,0,0,1,1,0
3229808,750859,1,2,0,0,1,2,0
1231616,1366226,2,2,0,0,2,2,0
3207053,538468,5,2,0,0,5,2,0
3671259,3409376,2,4,0,0,2,4,0
4526389,991695,1,1,0,0,1,1,0
1774636,4169589,1,1,0,0,1,1,0
2341141,2249014,12,1,0,0,12,1,0
2369042,194324,1,1,0,0,1,1,0
4171320,1460736,1,1,0,0,1,1,0
1318932,1845133,5,2,0,0,5,2,0
1340055,2789423,3,1,0,0,3,1,0
815134,2976759,1,1,0,0,1,1,0
4036889,4098818,8,1,0,0,8,1,0
4198901,1808561,3,1,0,0,3,1,0
2796701,1442747,1,2,0,0,1,2,0
1303904,1169107,1,4,0,0,1,4,0
1582242,449866,2,1,0,0,2,1,0
2100939,4018373,1,1,0,0,1,1,0
2040867,3922624,2,14,0,0,2,14,0
1697598,3242889,1,2,0,0,1,2,0
3316587,2780806,1,2,0,0,1,2,0
746305,3885896,1,15,0,0,1,15,0
2017610,2525104,1,1,0,0,1,1,0
1293188,4715179,1,1,0,0,1,1,0
1162831,3181380,5,1,0,0,5,1,0
3791634,13397,1,1,0,0,1,1,0
1921335,813463,13,2,0,0,13,2,0
4696270,1084432,1,1,0,0,1,1,0
4505562,4804035,5,6,0,0,5,6,0
3036952,3810880,1,2,0,0,1,2,0
3615899,1394021,3,7,0,0,3,7,0
1582935,3377979,11,2,0,0,11,2,0
62388,3895276,1,1,0,0,1,1,0
3667742,3244852,1,1,0,0,1,1,0
1508992,4025942,1,2,0,0,1,2,0
4808517,4608912,2,3,0,0,2,3,0
4433576,3372853,2,8,0,0,2,8,0
3789241,3002217,2,2,0,0,2,2,0
782626,4767464,1,3,0,0,1,3,0
11106,1069999,1,1,0,0,1,1,0
1112858,4715085,1,1,0,0,1,1,0
1598548,4841284,2,1,0,0,2,1,0
570154,956400,1,23,0,197,1,220,0
1810521,1086514,1,1,0,0,1,1,0
2349317,38161,2,1,0,0,2,1,0
2404053,2492563,4,1,0,0,4,1,0
4755134,2075383,3,1,0,0,3,1,0
3175481,1377375,1,2,0,0,1,2,0
3826358,3116927,4,8,0,0,4,8,0
60012,1962488,2,1,0,0,2,1,0
4595403,4264062,1,11,0,95,1,106,0
564273,2232856,1,1,0,0,1,1,0
996037,1097469,1,1,0,0,1,1,0
2323666,3595538,1,1,0,0,1,1,0
716012,6286,1,1,0,0,1,1,0
4508165,1120636,1,1,0,0,1,1,0
2340342,688742,1,1,0,0,1,1,0
3834473,318074,1,1,0,0,1,1,0
1479392,1768072,1,1,0,0,1,1,0
434491,1342164,1,1,0,0,1,1,0
21905,4494115,2,1,0,0,2,1,0
1654620,524252,1,1,0,0,1,1,0
1395070,4247483,1,1,0,0,1,1,0
2371915,4366990,1,1,0,0,1,1,0
1676654,464670,1,1,0,0,1,1,0
593015,1891279,1,1,0,0,1,1,0
1601414,3521228,1,1,0,0,1,1,0
1771144,4863620,2,10,0,0,2,10,0
2184831,4492734,1,1,0,0,1,1,0
3465824,4661507,1,1,0,0,1,1,0
2371144,1138879,7,1,0,0,7,1,0
1207557,4105263,1,3,0,0,1,3,0
4124790,3995480,1,1,0,0,1,1,0
2567614,4197096,1,1,0,0,1,1,0
792168,1548990,1,2,0,0,1,2,0
4210159,3668143,4,1,0,0,4,1,0
2336405,1836921,1,1,0,0,1,1,0
2533924,1749993,1,4,0,0,1,4,0
3086704,2239976,1,1,0,0,1,1,0
3677582,136517,1,5,0,0,1,5,0
3962744,1751209,1,2,0,0,1,2,0
3683344,1938143,1,2,0,0,1,2,0
3696259,4374931,1,5,0,0,1,5,0
2059200,1306821,2,1,0,0,2,1,0
2006276,2056384,2,1,0,0,2,1,0
833043,2147573,1,1,0,0,1,1,0
1310835,2820285,2,1,0,0,2,1,0
797673,1657378,1,22,0,0,1,22,0
4642828,3122528,1,9,0,0,1,9,0
629879,1506971,1,14,0,0,1,14,0
1096426,3074587,2,1,0,0,2,1,0
2105924,1231133,41,2,0,0,41,2,0
4368966,3560324,1,1,0,0,1,1,0
2985494,3798726,1,1,0,0,1,1,0
3955948,3441632,4,1,0,0,4,1,0
3188741,4843900,22,3,0,0,22,3,0
3138595,3330931,1,1,0,0,1,1,0
911453,3382762,1,2,0,0,1,2,0
3829020,4674553,2,1,0,0,2,1,0
3102304,3012903,3,1,0,0,3,1,0
4800549,274594,1,1,0,0,1,1,0
2095548,1651356,1,1,0,0,1,1,0
3247599,3956957,1,1,0,0,1,1,0
936859,1139308,1,1,0,0,1,1,0
2409815,2445777,1,1,0,0,1,1,0
31602,4494495,1,1,0,0,1,1,0
2414660,3864333,3,18,0,0,3,18,0
4230027,922266,4,447,0,0,4,447,0
2276375,1588182,1,1,0,0,1,1,0
896269,4665243,2,28,0,0,2,28,0
3206489,296257,4,1,0,0,4,1,0
4061757,2078688,2,1,0,0,2,1,0
4853595,182956,1,2,0,0,1,2,0
4831486,1528184,4,1,0,0,4,1,0
4110860,3506715,1,1,0,0,1,1,0
760481,433031,1,3,0,0,1,3,0
4374349,428239,1,2,0,0,1,2,0
1400075,2171781,2,1,0,0,2,1,0
4369173,237840,2,3,0,0,2,3,0
3446360,3668251,1,1,0,0,1,1,0
253911,1985458,92,1,0,0,92,1,0
4271731,3567016,1,1,0,0,1,1,0
4314270,3969191,58,3,0,0,58,3,0
4335480,362934,1,34,0,0,1,34,0
623947,4195692,1,2,0,0,1,2,0
3263965,608633,1,3,0,0,1,3,0
1722697,1020255,1,2,0,0,1,2,0
2628470,4588172,1,1,0,0,1,1,0
540434,4721257,1,2,0,0,1,2,0
2117213,180936,1,1,0,0,1,1,0
1015385,4229264,1,1,0,0,1,1,0
1372733,2034859,1,37,0,0,1,37,0
2308434,3955646,1,5,0,0,1,5,0
2752265,135382,1,3,0,0,1,3,0
3831094,3333590,1,3,0,0,1,3,0
2874815,3397319,9,1,0,0,9,1,0
1656340,1602682,28,1,0,0,28,1,0
1580474,2009373,67,8,5377,0,5444,8,0
4350433,2462822,1,2,0,0,1,2,0
4040112,4400461,34,1,0,0,34,1,0
291460,2973324,1,1,0,0,1,1,0
3130569,3710292,1,4,0,0,1,4,0
2730427,2013621,1,1,0,0,1,1,0
1535891,4615332,1,7,0,0,1,7,0
2302320,1053610,5,1,0,0,5,1,0
1914764,1039332,2,9,0,0,2,9,0
4797160,2170770,2,1,0,0,2,1,0
4686411,4490732,1,21,0,0,1,21,0
21412,335236,1,23,0,0,1,23,0
3113980,3584075,1,1,0,0,1,1,0
2139037,3283193,1,1,0,0,1,1,0
1248201,1594645,1,19,0,0,1,19,0
4606196,3423584,1,1,0,0,1,1,0
829582,439246,1,1,0,0,1,1,0
2014386,4221755,1,2,0,0,1,2,0
4769154,3409415,2,2,0,0,2,2,0
269616,4552389,5,1,0,0,5,1,0
637271,1386093,1,3,0,0,1,3,0
4221905,1315230,2,1,0,0,2,1,0
4099256,924307,2,2,0,0,2,2,0
3873994,3055793,1,1,0,0,1,1,0
3985317,4376896,6,2,0,0,6,2,0
3609743,2388932,1,1,0,0,1,1,0
120106,3496747,1,6,0,0,1,6,0
2317746,1568107,4,7,0,0,4,7,0
2403156,1538168,9,2,0,0,9,2,0
2746107,160871,1,2,0,0,1,2,0
3567754,4016175,1,8,0,0,1,8,0
1871026,4482012,2,2,0,0,2,2,0
89626,2084534,1,1,0,0,1,1,0
3754970,1546764,1,1,0,0,1,1,0
878073,4446056,4,1,0,0,4,1,0
1754258,2477261,1,1,0,0,1,1,0
1712613,1281214,27,1,0,0,27,1,0
3273287,3226556,28,2,0,0,28,2,0
3405916,2031312,1,1,0,0,1,1,0
2623119,1704685,4,1,0,0,4,1,0
2500263,3338546,1,1,0,0,1,1,0
2994887,3510869,3,1,0,0,3,1,0
4222965,4076515,9,1,0,0,9,1,0
3862423,4705574,1,5,0,0,1,5,0
1980971,970337,4,1,0,0,4,1,0
1006103,351882,3,1,0,0,3,1,0
3946391,4598761,1,28,0,0,1,28,0
1661070,7462,1,1,0,0,1,1,0
1847555,3506573,3,9,0,0,3,9,0
4201605,1634758,1,2,0,0,1,2,0
734772,2042843,1,1,0,0,1,1,0
2984799,2916963,1,1,0,0,1,1,0
1545303,2882730,1,1,0,0,1,1,0
3544359,3979625,1,1,0,0,1,1,0
2972480,538353,1,9,0,0,1,9,0
3183703,188997,2,1,0,0,2,1,0
1947160,2794323,1,1,0,0,1,1,0
3783103,2193317,1,1,0,0,1,1,0
1370982,2089607,1,3,0,0,1,3,0
4392898,983634,1,1,0,0,1,1,0
3970014,260284,2,3,0,0,2,3,0
1936556,4204728,2,109,0,0,2,109,0
3027325,2318143,65,1,0,0,65,1,0
1511709,924657,1,12,0,0,1,12,0
736981,3088563,1,1,0,0,1,1,0
4104848,4474881,1,2,0,0,1,2,0
2635801,1196250,6,1,0,0,6,1,0
387194,3982869,1,11,0,0,1,11,0
3091883,4074690,2,2,0,0,2,2,0
1076158,3479836,4,1,0,0,4,1,0
1544379,444565,1,1,0,0,1,1,0
3282445,4362960,1,1,0,0,1,1,0
4529902,2402909,29,1,0,0,29,1,0
330847,2593369,1,3,0,0,1,3,0
1679920,935286,1,1,0,0,1,1,0
920733,177728,2,27,0,0,2,27,0
1673625,4864665,1,40,0,0,1,40,0
4595822,4590570,1,1,0,0,1,1,0
2612238,11245,2,1,0,0,2,1,0
2646372,3201163,2,4,0,0,2,4,0
352258,3706690,1,1,0,0,1,1,0
4518431,3154669,3,7,0,0,3,7,0
2137255,165611,2,8,0,0,2,8,0
4648906,65238,2,1,0,0,2,1,0
2981383,3164050,2,1,0,0,2,1,0
3894126,4231707,16,1,0,0,16,1,0
3943452,1109879,2,56,0,0,2,56,0
1075012,4299791,7,1,0,0,7,1,0
2946698,3051505,1,1,0,0,1,1,0
168367,1799028,4,1,0,0,4,1,0
2510972,1438001,1,3,0,0,1,3,0
2898572,4066919,1,13,0,0,1,13,0
1546229,3871139,3,2,0,0,3,2,0
3663214,1409589,37,1,0,0,37,1,0
3782506,2707255,5,4,0,0,5,4,0
1541476,3637876,1,7,0,0,1,7,0
1359482,4003694,3,3,0,0,3,3,0
684410,3165661,14,28,0,0,14,28,0
2617611,1021952,1,1,0,0,1,1,0
2115802,2117421,1,7,0,0,1,7,0
2392883,3662327,1,1,0,0,1,1,0
1259742,3724906,1,1,0,0,1,1,0
454196,4072614,3,1,0,0,3,1,0
277475,2645664,2,32,0,0,2,32,0
3549136,3023982,1,5,0,0,1,5,0
3192265,4602418,1,2,0,0,1,2,0
435621,3489205,1,1,0,0,1,1,0
969371,3904024,13,4,0,0,13,4,0
2582438,2957585,3,1,0,0,3,1,0
4498849,2966424,8,1,0,0,8,1,0
4853754,2030047,1,1,0,0,1,1,0
1649953,1382365,2,1,0,0,2,1,0
2058707,383871,7,1,0,0,7,1,0
472669,3083660,1,1,0,0,1,1,0
3255821,1361697,2,3,0,0,2,3,0
2540247,3465003,1,1,0,0,1,1,0
3041280,1122897,1,2,0,0,1,2,0
3689751,2562430,8,5,0,0,8,5,0
4064608,3675593,5,2,0,0,5,2,0
1664684,1167123,2,1,0,0,2,1,0
3632780,4174014,4,1,0,0,4,1,0
720407,4724208,2,1,0,0,2,1,0
365759,636823,1,2,0,0,1,2,0
401321,4813200,4,21,0,0,4,21,0
1006866,1336271,1,3,0,0,1,3,0
3101241,1298493,1,1,0,0,1,1,0
1831151,1173154,1,1,0,0,1,1,0
3637606,4300763,1,2,0,0,1,2,0
2296448,2980672,1,1,0,0,1,1,0
499783,1717310,3,1,0,0,3,1,0
2787170,3093471,3,1,0,0,3,1,0
73538,2580709,1,4,0,0,1,4,0
4796856,436137,25,2,0,0,25,2,0
995415,1338297,11,2,0,0,11,2,0
1290262,1305313,1,1,0,0,1,1,0
4546959,3374878,2,24,0,0,2,24,0
1091910,3705958,3,5,0,0,3,5,0
1971559,3126986,1,1,0,0,1,1,0
2938762,2005873,2,5,0,0,2,5,0
1909422,3328353,1,1,0,0,1,1,0
4492136,1237544,1,1,0,0,1,1,0
4476133,3441814,2,1,0,0,2,1,0
1378489,3647512,1,1,0,0,1,1,0
4523738,4491210,1,1,0,0,1,1,0
4394793,987860,1,1,0,0,1,1,0
77409,2255113,1,2,0,14,1,16,0
4411178,2469267,2,1,0,0,2,1,0
914166,4310119,1,1,0,0,1,1,0
4575826,2013785,1,1,0,0,1,1,0
1179805,4663026,1,12,0,0,1,12,0
3809621,4401551,25,1,0,0,25,1,0
3058284,1218465,1,3,0,0,1,3,0
3791791,3976936,1,2,0,0,1,2,0
3800274,65447,1,8,0,0,1,8,0
1277108,271935,48,13,0,0,48,13,0
2912055,2400493,1,1,0,0,1,1,0
520429,2079176,5,3,0,0,5,3,0
734127,1034996,1,1,0,0,1,1,0
2205015,1089591,3,1,0,0,3,1,0
3128297,4299131,1,1,0,0,1,1,0
1751408,1256165,1,1,0,0,1,1,0
1090715,4803721,2,2,0,0,2,2,0
4341184,438483,1,1,0,0,1,1,0
428570,551429,51,1,0,0,51,1,0
1362587,3171723,2,1,0,0,2,1,0
1460492,3634323,31,1,0,0,31,1,0
3050271,3487147,2,1,0,0,2,1,0
260024,751303,4,4,0,0,4,4,0
480978,2360012,3,1,0,0,3,1,0
2005492,41976,1,2,0,0,1,2,0
1924415,4484997,1,1,0,0,1,1,0
3453369,3163353,1,3,0,0,1,3,0
1912936,3152928,2,1,0,0,2,1,0
2915253,4741186,4,1,0,0,4,1,0
4283831,1028736,5,3,0,0,5,3,0
331463,205287,1,1,0,0,1,1,0
4216972,4325158,1,6,0,0,1,6,0
2183213,1605417,19,1,0,0,19,1,0
1256015,1208713,1,2,0,0,1,2,0
3339457,2995679,1,2,0,0,1,2,0
3472108,1221525,1,12,0,0,1,12,0
3226673,4244027,2,1,0,0,2,1,0
4159929,1567415,1,16,0,0,1,16,0
1014789,3038745,1,2,0,0,1,2,0
2352813,757035,1,1,0,0,1,1,0
3276329,4691113,1,50,0,0,1,50,0
3169796,2736639,1,7,0,0,1,7,0
3583027,3957995,2,7,0,0,2,7,0
1891969,2741708,1,3,0,0,1,3,0
811774,4007364,1,1,0,0,1,1,0
1853049,118441,1,1,0,0,1,1,0
3121447,2382133,2,7,0,0,2,7,0
2108571,3702009,90,14,0,0,90,14,0
3949419,3621197,4,1,0,0,4,1,0
1881782,2488100,2,1,0,0,2,1,0
1153773,4608813,1,5,0,0,1,5,0
3056927,255318,12,31,0,0,12,31,0
1099816,2111396,2,2,0,0,2,2,0
970645,2189190,1,1,0,0,1,1,0
1328589,2872933,6,1,0,0,6,1,0
3480158,3667327,1,9,0,0,1,9,0
4295335,2886731,2,2,0,0,2,2,0
294799,4031109,1,4,0,0,1,4,0
2155294,3720966,2,1,0,0,2,1,0
939663,299417,2,1,0,0,2,1,0
3532553,449252,1,1,0,0,1,1,0
4120363,1153513,3,19,0,0,3,19,0
2281736,4110940,1,2,0,0,1,2,0
878363,3024897,26,2,0,0,26,2,0
48924,1966557,14,1,0,0,14,1,0
2039961,1330599,4,1,0,0,4,1,0
3695458,4087306,1,5,0,0,1,5,0
4344091,4274005,7,5,0,0,7,5,0
3457601,2683119,1,2,0,0,1,2,0
2029994,232137,1,16,0,0,1,16,0
4758599,2573982,7,7,0,0,7,7,0
832702,2639051,1,38,0,0,1,38,0
1497177,2600045,1,1,0,0,1,1,0
3491810,1868222,5,1,0,0,5,1,0
3551085,2526157,1,2,0,0,1,2,0
805491,4090788,2,4,0,0,2,4,0
839440,4606873,13,1,0,0,13,1,0
3947426,865146,2,2,0,0,2,2,0
188248,3010521,2,3,0,0,2,3,0
1136076,58471,2,1,0,0,2,1,0
3869624,2352180,1,1,0,0,1,1,0
414780,3005971,1,5,0,0,1,5,0
568192,2013086,1,3,0,0,1,3,0
3090887,4593865,1,1,0,0,1,1,0
71593,1674957,1,3,0,0,1,3,0
1904702,3062957,10,1,0,0,10,1,0
4311704,2344351,55,2,0,0,55,2,0
3882836,2689784,30,1,0,0,30,1,0
1614462,3061096,1,1,0,0,1,1,0
3179382,4504046,19,1,0,0,19,1,0
3406898,221712,2,1,0,0,2,1,0
563724,1224977,1,1,0,0,1,1,0
4858792,840453,6,10,0,0,6,10,0
1324090,4146138,2,1,0,0,2,1,0
2355790,1218638,1,2,0,0,1,2,0
3684675,3566755,1,1,0,0,1,1,0
891009,3653166,37,1,0,0,37,1,0
1750394,1525405,4,3,0,0,4,3,0
2003125,4849523,1,1,0,0,1,1,0
3984363,3721792,1,1,0,0,1,1,0
2325243,536038,1,1,0,0,1,1,0
1926604,1862994,1,29,0,0,1,29,0
884030,3455375,1,2,0,0,1,2,0
278520,1783375,1,2,0,0,1,2,0
3366026,3014764,1,2,0,0,1,2,0
3863267,3478586,12,1,0,0,12,1,0
2412053,103403,9,2,0,0,9,2,0
4321022,1812292,1,1,0,0,1,1,0
14587,2353327,3,1,0,0,3,1,0
964904,640466,1,1,0,0,1,1,0
4589511,2522001,1,2,0,0,1,2,0
1594778,1588811,1,17,0,0,1,17,0
3676040,2415059,1,1,0,0,1,1,0
1017763,3700977,1,4,0,0,1,4,0
2141595,3774979,1,1,0,0,1,1,0
483098,4707757,3,1,0,0,3,1,0
1162990,2952831,1,3,0,0,1,3,0
2496564,3292224,1,2,0,0,1,2,0
2234729,2629595,1,4,0,0,1,4,0
3587260,1803319,36,1,0,0,36,1,0
4060186,4535589,2,2,0,0,2,2,0
2431937,401196,4,1,0,0,4,1,0
310150,3272755,5,1,0,0,5,1,0
1207407,3440875,30,3,0,0,30,3,0
880416,1832368,10,1,0,0,10,1,0
3901840,3328212,1,1,0,0,1,1,0
2866779,272854,6,1,0,0,6,1,0
1577123,3431232,4,1,0,0,4,1,0
967990,683465,2,2,0,0,2,2,0
3619260,3077436,1,1,0,0,1,1,0
1931317,553337,1,1,0,0,1,1,0
1414852,1102681,1,1,0,0,1,1,0
2101745,1275016,1,1,0,0,1,1,0
2251278,3242815,2,1,0,0,2,1,0
1636588,4278215,14,3,0,0,14,3,0
2771147,1490909,1,1,0,0,1,1,0
2080863,3657297,1,12,0,0,1,12,0
633142,1171636,1,1,0,0,1,1,0
2543859,3054629,1,3,0,0,1,3,0
3439662,4217637,2,2,0,0,2,2,0
3448878,3243662,1,1,0,0,1,1,0
1438913,944134,6,12,0,0,6,12,0
1119386,1695176,1,1,0,0,1,1,0
2525549,2185471,1,3,0,0,1,3,0
4402929,1677720,8,3,0,0,8,3,0
3809587,4090056,1,2,0,0,1,2,0
1530431,3324508,1,1,0,0,1,1,0
493846,4440537,1,36,0,0,1,36,0
3695131,4389405,11,1,0,0,11,1,0
2307205,2019943,1,1,0,0,1,1,0
1649442,4734198,2,1,0,0,2,1,0
1851226,1602116,1,1,0,0,1,1,0
2346005,990810,1,54,0,0,1,54,0
3156196,2988123,1,2,0,0,1,2,0
207566,2951762,9,1,0,0,9,1,0
3223343,402455,24,4,159,0,183,4,0
4481404,1421785,2,1,0,0,2,1,0
2802800,2845089,36,1,0,0,36,1,0
3138916,3667524,1,1,0,0,1,1,0
3001274,3593057,1,1,0,0,1,1,0
3327162,2405105,2,1,0,0,2,1,0
1991366,4783638,1,1,0,0,1,1,0
3529076,4695136,1,5,0,0,1,5,0
2987195,1363452,1,1,0,0,1,1,0
3225776,1439742,2,16,0,0,2,16,0
4033680,2970842,11,1,0,0,11,1,0
4311979,3211320,1,11,0,0,1,11,0
1837351,4397062,3,1,0,0,3,1,0
4053643,2628516,1,19,0,0,1,19,0
49592,3598073,1,1,0,0,1,1,0
4513899,2453532,2,2,0,0,2,2,0
4007449,3753745,8,1,0,0,8,1,0
2027016,1559111,1,9,0,0,1,9,0
1931281,2251993,2,3,0,0,2,3,0
1246618,714392,1,1,0,0,1,1,0
2434821,1106259,6,21,0,0,6,21,0
3416195,1745382,1,1,0,0,1,1,0
2094416,3688956,4,1,0,0,4,1,0
3385408,4295014,2,1,0,0,2,1,0
342918,105032,2,1,0,0,2,1,0
867124,1576340,1,3,0,0,1,3,0
2809867,585586,1,1,0,0,1,1,0
1117161,3917899,1,1,0,0,1,1,0
1002047,3518382,1,1,0,0,1,1,0
3216255,3504299,1,1,0,0,1,1,0
1046960,1331396,3,1,0,0,3,1,0
3030634,3720507,3,2,0,0,3,2,0
3786647,2012541,3,1,0,0,3,1,0
4640302,1241167,1,1,0,0,1,1,0
1725628,4750226,1,6,0,0,1,6,0
1433846,3418947,1,1,0,0,1,1,0
1248524,3035297,1,2,0,0,1,2,0
2809890,12116,1,8,0,0,1,8,0
359440,1785052,1,1,0,0,1,1,0
4212766,2421291,1,1,0,0,1,1,0
1218363,2209970,21,1,0,0,21,1,0
4505428,258,1,1,0,0,1,1,0
3974618,1501702,4,3,0,0,4,3,0
3788400,4728081,1,1,0,0,1,1,0
2434341,463336,1,2,0,0,1,2,0
806689,3593710,2,3,0,0,2,3,0
3632550,2138437,28,1,0,0,28,1,0
4590604,358321,1,10,0,0,1,10,0
4594491,3940717,1,2,0,0,1,2,0
1289973,1150763,1,2,0,0,1,2,0
4559325,2221735,1,1,0,0,1,1,0
3136588,3715190,1,1,0,0,1,1,0
1357356,116227,1,2,0,0,1,2,0
4141314,1112244,2,1,0,0,2,1,0
4203133,2198331,1,2,0,0,1,2,0
655221,1623709,1,1,0,0,1,1,0
527259,690217,38,1,0,0,38,1,0
3227901,682788,1,1,0,0,1,1,0
2717766,850901,1,1,0,0,1,1,0
2695481,3118951,1,1,0,0,1,1,0
4200280,3336623,4,2,0,0,4,2,0
412053,1623450,2,1,0,0,2,1,0
2981513,1765568,1,1,0,0,1,1,0
4293030,1398759,1,1,0,0,1,1,0
4512531,4314292,1,3,0,0,1,3,0
436379,4595780,1,1,0,0,1,1,0
1505716,4408530,4,1,0,0,4,1,0
3784509,1225108,1,1,0,0,1,1,0
2387476,470865,6,1,0,0,6,1,0
4655958,3280847,5,2,0,0,5,2,0
891810,3052938,1,1,0,0,1,1,0
2211556,1508538,1,4,0,0,1,4,0
419031,3881053,5,28,0,0,5,28,0
4315335,3875345,1,2,0,0,1,2,0
4715137,2976986,5,1,0,0,5,1,0
2890192,3290025,1,1,0,0,1,1,0
104130,3785152,4,4,0,0,4,4,0
3820098,1357122,4,1,0,0,4,1,0
4554389,2002634,4,2,0,0,4,2,0
4326110,2782127,1,1,0,0,1,1,0
3306237,2876893,9,1,0,0,9,1,0
4365505,1231166,1,6,0,0,1,6,0
321148,809953,31,1,0,0,31,1,0
1459833,4594406,1,1,0,0,1,1,0
3636996,1349643,1,2,0,0,1,2,0
4335245,120742,1,1,0,0,1,1,0
89420,2240732,1,8,0,0,1,8,0
932224,1638933,1,1,0,0,1,1,0
4010354,396176,1,5,0,0,1,5,0
868991,2765747,5,1,0,0,5,1,0
4672656,4726070,3,1,0,0,3,1,0
312352,3070027,2,2,0,0,2,2,0
1914617,3910829,1,1,0,0,1,1,0
3231718,1531847,1,22,0,0,1,22,0
1960668,4838968,2,1,0,0,2,1,0
2464289,3940903,4,2,0,0,4,2,0
2680540,975863,2,2,0,0,2,2,0
1947162,3356175,6,7,0,0,6,7,0
311508,3734870,1,2,0,0,1,2,0
2910804,4642996,4,1,0,0,4,1,0
2784054,2518201,1,1,0,0,1,1,0
2388324,4181746,1,6,0,0,1,6,0
1637642,2390834,11,3,0,0,11,3,0
120588,4611974,3,5,0,0,3,5,0
2701166,3982948,22,2,0,0,22,2,0
365271,4101703,1,1,0,0,1,1,0
4239220,3320147,1,1,0,0,1,1,0
2737686,38828,4,1,0,0,4,1,0
4240717,4225038,1,120,0,0,1,120,0
822049,4801119,3,2,0,0,3,2,0
2982449,2707622,6,4,0,0,6,4,0
904710,1461778,1,3,0,0,1,3,0
1518032,2575621,1,6,0,0,1,6,0
3744589,2963405,1,8,0,0,1,8,0
2809202,2852549,1,1,0,0,1,1,0
4279715,3251336,1,4,0,0,1,4,0
3634743,4300876,9,1,0,0,9,1,0
3508173,1798618,219,1,0,0,219,1,0
4604651,4377164,1,1,0,0,1,1,0
910015,2074171,9,3,0,0,9,3,0
4177534,200225,1,1,0,0,1,1,0
962268,3588347,1,4,0,0,1,4,0
1657587,4509514,140,1,0,0,140,1,0
3573425,1808009,1,1,0,0,1,1,0
1100213,4750797,1,4,0,0,1,4,0
3505397,4317972,1,1,0,0,1,1,0
2059626,3628167,1,1,0,0,1,1,0
3365313,808771,1,1,0,0,1,1,0
4306414,273461,1,1,0,0,1,1,0
3287284,4495060,1,1,0,0,1,1,0
38149,1817228,2,1,0,0,2,1,0
3575811,2475987,28,1,0,0,28,1,0
4590937,2641760,1,2,0,0,1,2,0
1798782,37920,3,28,0,0,3,28,0
2129231,3335634,1,4,0,0,1,4,0
552538,1588694,13,1,0,0,13,1,0
