from,to,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,label
1205168,3687185,662,94,7710,0,8372,94,1
2305236,1409220,248,36,424,43,672,79,1
1469880,3797392,275,55,3409,0,3684,55,1
3280389,1613885,1101,2,411419,0,412520,2,1
3346033,3533441,320,21,9541,0,9861,21,1
2735016,1505995,53,7,1112,0,1165,7,1
4547438,3667074,1291,909,25237,0,26528,909,1
3361377,4627141,4841,2,761793,0,766634,2,1
3361377,3991593,4841,1,761793,0,766634,1,1
111922,3778862,303,4,6879,0,7182,4,1
2342664,1246452,1181,4,26502,0,27683,4,1
1633053,1409600,533,18,8638,0,9171,18,1
941509,1008163,106,9,3066,0,3172,9,1
2342664,4356421,1181,516,26502,0,27683,516,1
2590487,407108,438,279,3617,0,4055,279,1
4738916,2052444,1165,120,34124,0,35289,120,1
3570299,3318417,170,74,382,0,552,74,1
4140279,1019259,337,1,49384,0,49721,1,1
298564,4476681,662,26,6261,0,6923,26,1
151693,1926125,436,51,12181,0,12617,51,1
64357,2950470,309,38,6329,0,6638,38,1
3082645,1055480,932,204,1825,232,2757,436,1
2405789,2195894,1010,133,93387,0,94397,133,1
3405059,2147720,261,1608,9604,78786,9865,80394,1
2548504,3215549,139,2,2001,0,2140,2,1
593740,4395213,1107,5,62807,0,63914,5,1
1436216,1701185,1068,1,68770,0,69838,1,1
1580988,51019,2821,3,400133,0,402954,3,1
1880135,3616789,810,34,71924,0,72734,34,1
2893334,2123555,889,61,30148,0,31037,61,1
4192206,4043016,468,681,18229,0,18697,681,1
2827436,2657984,882,57,271525,0,272407,57,1
964291,1001545,139,408,1427,0,1566,408,1
2256020,3682214,161,35,2964,0,3125,35,1
954784,884152,567,12,14450,0,15017,12,1
3765475,331820,873,5,107914,0,108787,5,1
3280389,2933273,1101,2,411419,0,412520,2,1
92352,805177,1138,33,20575,0,21713,33,1
4411870,653077,948,17,60517,0,61465,17,1
4117427,2195384,329,169,9639,0,9968,169,1
2791231,2509264,183,49,5221,0,5404,49,1
3361377,936673,4841,2,761793,0,766634,2,1
605874,1552611,145,15,3312,0,3457,15,1
3169674,2362583,73,48,715,0,788,48,1
948128,1962759,142,4,2383,0,2525,4,1
522588,4336669,496,41,20091,0,20587,41,1
2529661,1143412,493,339,27309,0,27802,339,1
1580988,3251128,2821,4,400133,0,402954,4,1
805360,44657,1514,57,119306,0,120820,57,1
4191410,2990250,1590,86,96434,0,98024,86,1
871344,155495,263,34,1863,0,2126,34,1
3509903,840004,1530,40,509445,0,510975,40,1
59609,3004250,2,852,100,339,102,1191,1
3638272,266190,2022,2,370904,0,372926,2,1
4349705,3305570,77,8,170,0,247,8,1
3873768,2986485,449,7,35424,0,35873,7,1
4807996,584631,90,19,1796,0,1886,19,1
4411870,1168244,948,12,60517,0,61465,12,1
2119827,669497,50,3,191,0,241,3,1
1580988,4257892,2821,2,400133,0,402954,2,1
1328699,1734959,83,83,1943,0,2026,83,1
1013469,2120930,2,3,89,0,91,3,1
837553,106110,1249,103,61665,0,62914,103,1
1723506,3440956,733,6,21835,0,22568,6,1
3509903,3019469,1530,2,509445,0,510975,2,1
2827436,3350694,882,3,271525,0,272407,3,1
2130979,4380716,452,74,4717,0,5169,74,1
4744679,2659073,247,122,3462,0,3709,122,1
3739473,2610722,448,78,13226,0,13674,78,1
1659017,2539729,817,29,13055,0,13872,29,1
4406088,2872034,21,11,1106,0,1127,11,1
1730094,886546,71,904,621,1080,692,1984,1
3765475,2767757,873,18,107914,0,108787,18,1
3638272,708530,2022,2,370904,0,372926,2,1
703912,4531646,119,39,5153,0,5272,39,1
1580988,80147,2821,91,400133,0,402954,91,1
4423184,2787735,384,2,29809,0,30193,2,1
4360960,3765105,1642,41,110084,0,111726,41,1
1534526,427384,51,2,1638,0,1689,2,1
1895382,1161487,227,40,121,0,348,40,1
2893334,3454055,889,2914,30148,54,31037,2968,1
755739,3077174,1117,36,58043,0,59160,36,1
1301515,82132,230,49,2378,0,2608,49,1
4238001,4710837,869,24,61161,0,62030,24,1
3766535,2946886,131,30,97,44,228,74,1
873006,3927007,375,83,33630,0,34005,83,1
3294702,4324588,991,134,68888,0,69879,134,1
2305014,2563745,10,1,606,0,616,1,1
2405789,1050771,1010,29,93387,0,94397,29,1
1580988,2316795,2821,1,400133,0,402954,1,1
3509903,787318,1530,2,509445,0,510975,2,1
3873768,3292173,449,199,35424,0,35873,199,1
3280389,2082824,1101,1,411419,0,412520,1,1
3294702,198491,991,45,68888,0,69879,45,1
1541866,4797113,542,70,16481,0,17023,70,1
948768,3232432,587,52,14768,0,15355,52,1
592541,3895039,132,27,6913,0,7045,27,1
4417253,461803,1130,52,68389,0,69519,52,1
4417102,2418403,32,1,356,0,388,1,1
932720,1142914,1411,44,111323,0,112734,44,1
3235479,1415824,999,33,66486,0,67485,33,1
3906136,3402545,387,253,41169,2083,41556,2336,1
4330391,3957832,773,31,32759,0,33532,31,1
474172,4394092,471,51,38713,0,39184,51,1
4555638,1583104,181,22,397,0,578,22,1
3742684,3278673,299,128,2003,810,2302,938,1
3361377,727417,4841,1,761793,0,766634,1,1
2646792,56490,86,457,2420,0,2506,457,1
354904,230456,3193,114,105780,0,108973,114,1
3463741,1590114,82,11,3948,0,4030,11,1
3638272,149747,2022,11,370904,0,372926,11,1
3343569,3486066,58,19,193,0,251,19,1
644902,2096270,267,970,1788,26018,2055,26988,1
515290,3429021,285,162,34080,0,34365,162,1
4191727,3632293,463,570,26315,21294,26778,21864,1
3764177,2906037,1036,4,64563,0,65599,4,1
2281149,68065,282,65,28082,0,28364,65,1
4398614,181551,6,12,28,0,34,12,1
3257465,4761322,541,9,27614,0,28155,9,1
3946789,3724401,261,15,5606,0,5867,15,1
2877907,1771658,508,93,16021,0,16529,93,1
1763959,1053177,76,293,504,3060,580,3353,1
3509903,3425679,1530,1,509445,0,510975,1,1
2428341,2390026,826,209,10151,0,10977,209,1
687713,1531467,436,11,47160,0,47596,11,1
4301252,2659280,118,2,2905,0,3023,2,1
3280389,1080324,1101,1,411419,0,412520,1,1
4101514,4142950,511,4,1676,0,2187,4,1
4360960,3910807,1642,28,110084,0,111726,28,1
4360960,3668069,1642,13,110084,0,111726,13,1
1501241,4614487,121,482,880,0,1001,482,1
2405789,2155897,1010,98,93387,0,94397,98,1
1580988,1077108,2821,1,400133,0,402954,1,1
1613202,3756187,566,16,8639,0,9205,16,1
2827436,4424518,882,99,271525,0,272407,99,1
4378981,126983,34,139,431,0,465,139,1
26760,4825729,179,106,2100,0,2279,106,1
3660280,3132939,110,1196,1083,481,1193,1677,1
4594361,2717500,103,27,3448,0,3551,27,1
250177,1611960,330,46,3969,0,4299,46,1
2405789,3730307,1010,14,93387,0,94397,14,1
2961552,4528992,562,16,16546,0,17108,16,1
1875,155377,656,8,61388,0,62044,8,1
3754637,6618,104,892,570,68849,674,69741,1
3509903,25003,1530,1,509445,0,510975,1,1
1887709,3490576,217,31,28983,0,29200,31,1
4604311,2542346,29,1,7472,0,7501,1,1
695505,1996513,98,42,2720,0,2818,42,1
1580988,4725403,2821,1,400133,0,402954,1,1
1595005,111729,209,134,481,584,690,718,1
2314038,579105,456,92,16347,0,16803,92,1
3115867,2244086,1350,7,61232,0,62582,7,1
1937293,4838376,434,606,16761,26838,17195,27444,1
1406120,199239,109,48,817,0,926,48,1
3128197,1031811,122,289,6176,0,6298,289,1
3709824,169781,165,3,450,0,615,3,1
3280389,1122966,1101,2,411419,0,412520,2,1
2949409,2214123,175,23,2185,0,2360,23,1
3569617,1771770,160,397,3695,0,3855,397,1
2075015,2829012,2664,61,85781,0,88445,61,1
2999799,364665,11,903,154,0,165,903,1
607449,3315859,380,301,19369,0,19749,301,1
1202593,4352414,93,1,5131,0,5224,1,1
4152075,2222625,232,6,355,0,587,6,1
3004174,4738265,258,61,5546,0,5804,61,1
4689808,4618102,280,19,14220,0,14500,19,1
376404,3825321,193,4,1790,21,1983,25,1
3361377,3539028,4841,2,761793,0,766634,2,1
1580508,1140872,720,4,19611,0,20331,4,1
1601507,3740009,129,14,6006,0,6135,14,1
2297625,335376,512,22,6498,0,7010,22,1
1377,4222352,92,121,788,0,880,121,1
2310265,3040576,241,6,6278,0,6519,6,1
3916976,4316797,188,15,6098,0,6286,15,1
3835618,501037,694,141,25433,0,26127,141,1
6618,3878505,892,42,68849,0,69741,42,1
603619,3994973,15,13,293,0,308,13,1
2075015,3090532,2664,40,85781,0,88445,40,1
3438576,1402674,3424,35,137753,0,141177,35,1
1250021,728746,4637,98,85913,0,90550,98,1
3010933,4026340,121,33,652,0,773,33,1
607449,1669682,380,63,19369,0,19749,63,1
1575009,2772604,429,34,37745,0,38174,34,1
1495135,1522338,70,22,250,0,320,22,1
455037,4200124,61,68,973,0,1034,68,1
748911,738808,435,7,687,0,1122,7,1
3765475,413501,873,2,107914,0,108787,2,1
4004339,1657665,153,13,6086,0,6239,13,1
4140279,3414863,337,1,49384,0,49721,1,1
1701926,2637247,42,22,162,0,204,22,1
907654,2572445,798,267,24575,0,25373,267,1
1360126,2704156,74,56,306,368,380,424,1
3872736,4535617,258,2,12660,0,12918,2,1
276502,1303835,30,2,2245,0,2275,2,1
1521082,1844864,766,139,6562,0,7328,139,1
414608,4625581,50,1,5531,0,5581,1,1
3298299,3091270,181,172,4843,0,5024,172,1
613620,1627563,141,195,2512,0,2653,195,1
3438483,1759085,155,37,284,0,439,37,1
1927211,1222696,1668,74,113322,0,114990,74,1
3361377,4059538,4841,1,761793,0,766634,1,1
1847461,4183347,1211,58,51149,0,52360,58,1
4333770,2986416,100,97,4077,0,4177,97,1
748019,878135,675,39,18480,0,19155,39,1
3765475,3874761,873,1,107914,0,108787,1,1
529022,1707567,69,25,589,0,658,25,1
6618,1746733,892,49,68849,0,69741,49,1
595757,3530123,340,266,26738,0,27078,266,1
1633022,1686460,246,1,23530,0,23776,1,1
748348,1629905,68,9,798,0,866,9,1
1839283,3061521,765,6,36658,0,37423,6,1
3992144,4092273,402,3,23683,0,24085,3,1
4680700,4237235,53,318,232,852,285,1170,1
1575009,216850,429,41,37745,0,38174,41,1
1843507,2572273,537,240,11729,1587,12266,1827,1
752551,3722921,460,193,3526,0,3986,193,1
4261,4792949,145,42,462,0,607,42,1
3112136,527452,406,2,41366,0,41772,2,1
1580988,3178628,2821,5,400133,0,402954,5,1
1063358,2526478,1350,54,63494,0,64844,54,1
2502456,2582269,719,58,50725,0,51444,58,1
1727783,4240692,110,126,306,0,416,126,1
1605802,664021,55,16,56,0,111,16,1
2879897,4459664,164,765,3212,0,3376,765,1
4022062,2176546,157,5,3780,0,3937,5,1
1397278,1769163,185,107,2295,0,2480,107,1
4479581,3438895,601,235,19545,486,20146,721,1
938472,4576728,124,66,4326,0,4450,66,1
1301815,1205004,752,20,48944,0,49696,20,1
3638272,1349271,2022,1,370904,0,372926,1,1
3913751,2277195,229,96,5248,0,5477,96,1
3361377,1156805,4841,86,761793,0,766634,86,1
755739,4327088,1117,32,58043,0,59160,32,1
1604753,56295,78,1,3240,0,3318,1,1
4209323,2567938,1630,27,89460,0,91090,27,1
276216,2451520,312,110,12600,0,12912,110,1
1575009,4623698,429,4,37745,0,38174,4,1
844892,3854509,55,4,606,0,661,4,1
4077562,4008235,433,108,2723,0,3156,108,1
4189798,3865608,140,35,1874,0,2014,35,1
1534362,1549952,1531,13,105859,0,107390,13,1
627727,4285963,56,22,2488,0,2544,22,1
2310265,1871999,241,314,6278,0,6519,314,1
2772113,665119,792,47,42907,0,43699,47,1
2887240,4187022,1143,2,118405,0,119548,2,1
1063358,2053359,1350,184,63494,0,64844,184,1
932720,1194556,1411,68,111323,0,112734,68,1
4295952,1943710,808,76,57369,0,58177,76,1
1580988,2570937,2821,2,400133,0,402954,2,1
905894,4535653,268,16,1162,0,1430,16,1
2961801,1087809,1483,10,101962,0,103445,10,1
3561502,4263659,1144,41,68800,0,69944,41,1
3689183,2070613,5,7,249,0,254,7,1
3264096,352836,331,23,697,0,1028,23,1
6618,1976559,892,46,68849,0,69741,46,1
917130,1895133,325,584,7017,0,7342,584,1
2599181,3180867,116,5,632,51,748,56,1
2827436,2781159,882,3,271525,0,272407,3,1
211698,1601403,138,35,2131,395,2269,430,1
860473,428800,751,64,20450,0,21201,64,1
1223666,309423,89,38,1587,577,1676,615,1
3072769,1851556,187,160,3430,0,3617,160,1
1580988,525082,2821,3,400133,0,402954,3,1
537240,176013,131,795,779,2,910,797,1
3280389,504259,1101,1,411419,0,412520,1,1
3509903,3694126,1530,20,509445,0,510975,20,1
1124035,2248426,84,3,3736,0,3820,3,1
2307868,937058,1131,11,38777,0,39908,11,1
3509903,2677467,1530,1,509445,0,510975,1,1
2202731,742350,72,13,493,0,565,13,1
429643,257840,767,169,19668,0,20435,169,1
3298300,86055,128,56,4498,0,4626,56,1
2498087,4672310,1630,80,32582,0,34212,80,1
4853234,2886092,1256,42,29554,437,30810,479,1
3734245,3795653,915,5,34965,0,35880,5,1
3518336,1564177,9,85,683,0,692,85,1
3383533,546488,34,1,3290,0,3324,1,1
3672238,999788,518,80,12172,0,12690,80,1
3831803,758751,39,74,173,0,212,74,1
2388735,184933,403,270,4921,0,5324,270,1
2983753,194529,20,10,214,0,234,10,1
2569009,3293494,424,291,13423,0,13847,291,1
4220190,2132646,320,14,15994,0,16314,14,1
1681927,1458142,123,14,865,0,988,14,1
3509903,227180,1530,1,509445,0,510975,1,1
3065808,71532,1235,48,82317,0,83552,48,1
2877633,4484360,152,56,5044,0,5196,56,1
2214458,4670421,41,3,604,0,645,3,1
3657628,2391963,31,265,339,0,370,265,1
3881566,549033,781,313,14176,0,14957,313,1
2702724,2456575,566,868,10448,0,11014,868,1
3361377,4197737,4841,1,761793,0,766634,1,1
932720,1972972,1411,161,111323,0,112734,161,1
441667,558272,198,25,14727,0,14925,25,1
4721617,3073507,307,34,12885,0,13192,34,1
3361377,1389151,4841,39,761793,0,766634,39,1
1580988,902092,2821,2,400133,0,402954,2,1
3127090,1526691,678,2,10017,0,10695,2,1
298564,3606273,662,74,6261,0,6923,74,1
635435,914718,199,122,1985,0,2184,122,1
2050190,215134,153,4,9156,0,9309,4,1
4624595,1982629,722,2,53368,0,54090,2,1
805360,2634632,1514,16,119306,0,120820,16,1
4192206,1135600,468,333,18229,0,18697,333,1
522588,4396765,496,1,20091,0,20587,1,1
4547438,198672,1291,61,25237,0,26528,61,1
842476,4631759,898,62,12479,0,13377,62,1
3914135,3188541,2152,27,60084,0,62236,27,1
3449530,469524,717,28,73648,0,74365,28,1
1994281,4268239,139,1117,2492,124,2631,1241,1
1792816,3850197,246,89,1522,0,1768,89,1
4247921,801154,158,43,795,0,953,43,1
4191410,4826676,1590,99,96434,0,98024,99,1
781211,1895436,976,32,51781,0,52757,32,1
3549674,3113725,602,15,38542,0,39144,15,1
765601,3768494,1485,60,101510,0,102995,60,1
1050976,4799035,67,3,924,0,991,3,1
2516076,3997457,1455,147,77782,0,79237,147,1
911192,83610,106,27,6327,0,6433,27,1
4181344,2898368,95,602,381,208,476,810,1
2042569,3719851,358,95,1959,0,2317,95,1
2981537,2966616,1252,40,118718,0,119970,40,1
4443577,1413650,509,114,11936,0,12445,114,1
4360960,3372160,1642,137,110084,0,111726,137,1
4533186,4373340,66,602,112,0,178,602,1
3112136,739587,406,49,41366,0,41772,49,1
2793437,657555,582,5,25447,0,26029,5,1
1249227,257596,621,3,7423,0,8044,3,1
4780428,3960688,94,168,2777,0,2871,168,1
3501482,1507820,522,58,28046,0,28568,58,1
3676295,4619239,374,1,70881,0,71255,1,1
3633019,176119,746,102,32317,0,33063,102,1
462298,2157289,414,11,10933,0,11347,11,1
1606469,4263016,96,545,5210,0,5306,545,1
4751453,238127,520,85,27570,0,28090,85,1
2182964,3467617,214,9,6975,0,7189,9,1
3845119,3673086,461,156,28609,0,29070,156,1
2827436,1528369,882,1,271525,0,272407,1,1
3509903,4608081,1530,1,509445,0,510975,1,1
4721617,1968687,307,5,12885,0,13192,5,1
4624595,531701,722,7,53368,0,54090,7,1
4330386,1403586,278,119,1246,312,1524,431,1
2516076,2089459,1455,72,77782,0,79237,72,1
3065808,4590180,1235,43,82317,0,83552,43,1
2638491,1785162,144,710,648,50,792,760,1
1863920,4135599,54,1648,283,329,337,1977,1
3914135,295176,2152,3,60084,0,62236,3,1
1063358,1414262,1350,5,63494,0,64844,5,1
4174344,2145985,78,33,1046,0,1124,33,1
4183784,4781097,931,29,59894,0,60825,29,1
1871399,3650069,45,217,804,4118,849,4335,1
932720,3913261,1411,27,111323,0,112734,27,1
3633019,4042735,746,72,32317,0,33063,72,1
3561502,1157723,1144,114,68800,0,69944,114,1
1560049,4733760,1121,343,12468,0,13589,343,1
1341178,404375,899,6,16829,0,17728,6,1
765601,3813598,1485,492,101510,0,102995,492,1
2207174,3835450,11,421,39,26,50,447,1
4011264,387669,1360,31,116777,0,118137,31,1
2950311,3281695,807,9,85116,0,85923,9,1
4727207,3305264,925,2,84581,0,85506,2,1
4272102,3847543,1608,40,104171,0,105779,40,1
1474822,1911670,229,17,3952,0,4181,17,1
1734954,2398790,369,55,5786,0,6155,55,1
4560210,2999512,177,6,6565,0,6742,6,1
3280389,278197,1101,1,411419,0,412520,1,1
2994391,1945949,315,20,6520,0,6835,20,1
382977,4653745,143,52,5934,0,6077,52,1
3023958,1821035,72,1794,694,60,766,1854,1
1182973,3160057,26,2358,111,187,137,2545,1
3857537,4279433,1008,24,5225,0,6233,24,1
948768,1328996,587,74,14768,0,15355,74,1
1913445,369822,564,76,47943,0,48507,76,1
3525425,2772850,81,34,2773,0,2854,34,1
1730758,1118893,82,24,1286,0,1368,24,1
2269765,3024019,22,30,295,0,317,30,1
522588,2549949,496,6,20091,0,20587,6,1
3835618,4219573,694,16,25433,0,26127,16,1
4318206,1028905,251,162,13123,0,13374,162,1
3638272,4594017,2022,1,370904,0,372926,1,1
3395938,2638533,546,157,39878,0,40424,157,1
3863474,3215556,437,99,2592,499,3029,598,1
3759853,4725635,451,16,16330,0,16781,16,1
4653941,2793204,951,1,45883,0,46834,1,1
3074145,1077412,205,77,5623,0,5828,77,1
399986,1369053,68,102,375,0,443,102,1
1250021,1021105,4637,24,85913,0,90550,24,1
6618,124385,892,54,68849,0,69741,54,1
3687221,2486502,68,8,191,0,259,8,1
4319972,711092,640,56,35279,0,35919,56,1
439557,4702015,2090,11,61744,0,63834,11,1
1339664,3791310,228,69,6682,0,6910,69,1
2961801,4354115,1483,38,101962,0,103445,38,1
2772113,3285653,792,203,42907,0,43699,203,1
743837,4186555,613,25,2344,0,2957,25,1
2981537,4441082,1252,1,118718,0,119970,1,1
1817799,2065018,402,23,15932,0,16334,23,1
1580988,1790774,2821,4,400133,0,402954,4,1
2464401,4791111,577,208,23681,0,24258,208,1
1548012,3337079,73,76,1957,0,2030,76,1
419558,946468,22,2,320,0,342,2,1
354904,1648457,3193,37,105780,302,108973,339,1
1533314,3905501,361,106,6007,0,6368,106,1
4117427,1750157,329,203,9639,0,9968,203,1
3361377,2712307,4841,1,761793,0,766634,1,1
1396884,1555621,361,16,2277,0,2638,16,1
1516853,3779559,426,1,10168,0,10594,1,1
1580988,2251169,2821,2,400133,0,402954,2,1
2516076,379108,1455,25,77782,0,79237,25,1
3290431,1118880,65,51,1379,0,1444,51,1
748019,1375294,675,10,18480,0,19155,10,1
990798,3889815,194,18,2812,0,3006,18,1
1080728,4377767,118,44,2001,0,2119,44,1
990798,330340,194,424,2812,0,3006,424,1
2755798,1486646,494,725,24862,0,25356,725,1
4208044,4235942,247,48,3919,0,4166,48,1
3397281,4239717,743,39,15050,0,15793,39,1
2827436,1858868,882,2,271525,0,272407,2,1
1580988,1978137,2821,14,400133,0,402954,14,1
4191727,3876482,463,104,26315,0,26778,104,1
659480,3104302,518,31,1649,0,2167,31,1
64567,5905,40,279,462,225,502,504,1
2827436,3667944,882,1,271525,0,272407,1,1
4653941,1480556,951,1,45883,0,46834,1,1
4801471,562546,585,59,17979,0,18564,59,1
1924872,1512580,361,154,5715,0,6076,154,1
2851109,1533546,450,703,98552,22095,99002,22798,1
3065808,2194549,1235,211,82317,0,83552,211,1
768957,945970,202,8,7986,0,8188,8,1
3075881,2428725,313,13,3346,0,3659,13,1
1580988,48832,2821,3,400133,0,402954,3,1
3402545,1841608,253,394,2083,0,2336,394,1
2827436,2995642,882,4,271525,0,272407,4,1
4117427,3144079,329,56,9639,0,9968,56,1
449287,4668423,17,2,271,0,288,2,1
3703380,420383,36,113,159,0,195,113,1
215109,4460693,134,403,956,2596,1090,2999,1
687713,3654455,436,2,47160,0,47596,2,1
1997038,4464459,2,22,151,0,153,22,1
4516604,3632293,314,570,13314,21294,13628,21864,1
250102,3232660,189,185,4350,0,4539,185,1
52770,1993229,58,118,466,87,524,205,1
3638272,1807780,2022,1,370904,0,372926,1,1
2281709,2157195,95,3,2301,0,2396,3,1
2498087,3448301,1630,365,32582,0,34212,365,1
2772113,972042,792,152,42907,0,43699,152,1
354904,447446,3193,58,105780,0,108973,58,1
4191410,1112396,1590,208,96434,0,98024,208,1
1603899,2215351,497,14,5551,0,6048,14,1
837553,3434148,1249,51,61665,0,62914,51,1
2529661,4366966,493,47,27309,0,27802,47,1
4018742,3234949,115,5,3140,0,3255,5,1
3280389,4547892,1101,1,411419,0,412520,1,1
2075015,2358218,2664,5,85781,0,88445,5,1
3361377,4539247,4841,2,761793,0,766634,2,1
4203215,946433,7,201,523,0,530,201,1
1913445,466398,564,36,47943,0,48507,36,1
497049,25593,29,1914,497,502,526,2416,1
2529661,844778,493,218,27309,0,27802,218,1
875406,2062994,69,30,691,0,760,30,1
4209323,2419529,1630,5,89460,0,91090,5,1
1563367,2270323,15,5,709,0,724,5,1
4191727,853756,463,17,26315,0,26778,17,1
3586713,2810595,51,163,564,0,615,163,1
1661134,774544,18,1,317,0,335,1,1
3280389,62225,1101,1,411419,0,412520,1,1
781211,4520120,976,33,51781,0,52757,33,1
3257465,2472030,541,36,27614,0,28155,36,1
3765475,3445790,873,2,107914,0,108787,2,1
3271898,4591772,227,33,2028,0,2255,33,1
3995686,2389645,113,1,6154,0,6267,1,1
2950311,4385737,807,31,85116,0,85923,31,1
932720,950536,1411,2,111323,0,112734,2,1
3361377,1106452,4841,2,761793,0,766634,2,1
1508024,342227,389,4,1845,0,2234,4,1
2962038,3045572,495,7,14236,0,14731,7,1
4191410,1968267,1590,99,96434,0,98024,99,1
3683235,1954167,311,26,23110,0,23421,26,1
3768498,1173962,119,16,880,0,999,16,1
474172,4044996,471,158,38713,0,39184,158,1
2405789,1992095,1010,12,93387,0,94397,12,1
1503116,4405721,415,11,37079,0,37494,11,1
1779486,4079592,211,74,1444,0,1655,74,1
1327717,25593,46,1914,516,502,562,2416,1
2985909,2791412,706,53,43348,0,44054,53,1
1937293,202745,434,1,16761,0,17195,1,1
4838376,1660037,606,62,26838,0,27444,62,1
3361377,3677610,4841,2,761793,0,766634,2,1
1580988,1155343,2821,2,400133,0,402954,2,1
1875,2508996,656,19,61388,0,62044,19,1
3638272,4327112,2022,3,370904,0,372926,3,1
2868187,2925639,61,1,379,0,440,1,1
1733957,4789381,554,45,15185,0,15739,45,1
2961801,603905,1483,22,101962,0,103445,22,1
471706,3161563,794,17,65616,0,66410,17,1
1880135,129738,810,54,71924,0,72734,54,1
3638272,3478821,2022,23,370904,0,372926,23,1
765601,3384866,1485,38,101510,0,102995,38,1
3252058,7655,26,34,1860,0,1886,34,1
3501482,4441647,522,103,28046,0,28568,103,1
2950311,647081,807,1,85116,0,85923,1,1
1029490,4206273,67,28,290,0,357,28,1
1577010,3803010,373,15,2746,0,3119,15,1
873006,372471,375,796,33630,0,34005,796,1
57574,3681185,289,156,4616,0,4905,156,1
2827436,1196312,882,3,271525,0,272407,3,1
4727207,3373161,925,3,84581,0,85506,3,1
429643,1563860,767,181,19668,0,20435,181,1
3632998,2391522,35,10,360,0,395,10,1
3907996,2527176,485,171,18964,0,19449,171,1
3361377,356806,4841,1,761793,0,766634,1,1
2092359,3137296,421,1,26936,0,27357,1,1
1628302,2389391,11,2,4819,0,4830,2,1
593740,1548150,1107,68,62807,0,63914,68,1
1534362,3910276,1531,19,105859,0,107390,19,1
2260014,887164,2466,1,98622,0,101088,1,1
920553,886206,349,545,8968,0,9317,545,1
530200,1025265,2035,1,62809,0,64844,1,1
3509214,4582733,263,3,14139,0,14402,3,1
3119726,3616275,299,54,11573,0,11872,54,1
2092359,3119989,421,6,26936,0,27357,6,1
4451122,4009104,985,49,41669,0,42654,49,1
3509903,1523061,1530,7,509445,0,510975,7,1
595757,3954398,340,26,26738,0,27078,26,1
118180,4383683,94,12,887,0,981,12,1
2961801,3338352,1483,27,101962,0,103445,27,1
4380766,3270084,114,122,1165,0,1279,122,1
1963133,4479370,62,702,361,0,423,702,1
4854634,2085278,76,3,1396,0,1472,3,1
3554097,334166,65,8,1978,0,2043,8,1
889939,1646266,154,201,1864,0,2018,201,1
681618,2644274,75,3,8789,0,8864,3,1
3280389,936354,1101,1,411419,0,412520,1,1
2790006,346617,367,170,14747,0,15114,170,1
1169100,1213507,141,107,117,115,258,222,1
2307868,1877422,1131,5,38777,0,39908,5,1
427805,4143367,483,1,156906,0,157389,1,1
1633022,242519,246,1,23530,0,23776,1,1
3361377,4675060,4841,1,761793,0,766634,1,1
2793437,3510316,582,2,25447,0,26029,2,1
2209136,1909562,620,3,33789,0,34409,3,1
4353839,4076289,144,12,3320,0,3464,12,1
499918,2452217,36,47,311,0,347,47,1
2669924,3334645,226,10,1977,0,2203,10,1
3438576,3076962,3424,94,137753,0,141177,94,1
4479403,554399,52,10,2699,0,2751,10,1
2249093,3395938,134,546,2139,39878,2273,40424,1
290157,3475225,107,11,162,0,269,11,1
2163640,1422786,129,47,5750,0,5879,47,1
2428341,3264776,826,48,10151,0,10977,48,1
957197,4186180,614,24,37109,726,37723,750,1
427805,2079071,483,1,156906,0,157389,1,1
354904,199305,3193,18,105780,0,108973,18,1
3163452,4055368,84,39,297,0,381,39,1
679540,3821306,396,26,8028,0,8424,26,1
3864556,4585357,96,40,330,0,426,40,1
1697778,152339,125,1,3760,0,3885,1,1
1503116,1099636,415,28,37079,0,37494,28,1
1234540,82682,1071,34,75251,0,76322,34,1
584906,4533909,253,170,6639,0,6892,170,1
2827436,959916,882,4,271525,0,272407,4,1
3280389,2561918,1101,2,411419,0,412520,2,1
2307868,2899547,1131,99,38777,0,39908,99,1
1207753,1000840,533,8,9348,0,9881,8,1
2757156,611351,237,8,8153,0,8390,8,1
3509903,4664553,1530,1,509445,0,510975,1,1
3823546,262071,61,1,3026,0,3087,1,1
781211,4673067,976,1,51781,0,52757,1,1
4423184,921097,384,3,29809,0,30193,3,1
1478080,2587581,593,2,7009,0,7602,2,1
3793936,572809,258,74,2342,0,2600,74,1
889939,530200,154,2035,1864,62809,2018,64844,1
2860860,833680,204,30,2609,0,2813,30,1
318090,2127314,74,790,1957,28,2031,818,1
325196,4826439,9,6,158,0,167,6,1
3577332,125364,108,62,582,0,690,62,1
3549674,1233555,602,66,38542,0,39144,66,1
4619326,3797905,539,34,22721,0,23260,34,1
4515355,1631276,21,1,8176,0,8197,1,1
2950311,4377974,807,11,85116,0,85923,11,1
3112136,593397,406,211,41366,0,41772,211,1
6618,413389,892,114,68849,0,69741,114,1
471706,2040486,794,33,65616,0,66410,33,1
4396906,3060714,7,1783,322,6,329,1789,1
2755798,3004939,494,5,24862,0,25356,5,1
2887240,438967,1143,35,118405,0,119548,35,1
4652451,956474,130,26,882,0,1012,26,1
3019092,1438192,108,1,8595,0,8703,1,1
724650,2664278,248,16,906,0,1154,16,1
4689320,1694124,40,9,334,0,374,9,1
3906136,3179621,387,31,41169,0,41556,31,1
