from,to,label,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,bi_degree_from,bi_degree_to,in_common_friends,out_common_friends,bi_common_friends,in_total_friends,out_total_friends,bi_total_friends,transitive_friends,preference_attanchment_score,adamic_adar,adamic_adar_out_in
2214352,3492586,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3490242,3604266,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4650206,158320,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07380201915254651,0.0
76925,3189608,0,14,1,0,0,14,1,0,0,1,0,0,14,0,0,0,14,0.07380201915254651,0.0
3311012,90906,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1898815,2907297,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2361781,3128261,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
372177,3105628,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3173713,150424,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
868514,4610734,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4300206,361320,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2058546,3061335,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2618022,488080,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3613112,2084236,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
96216,2266146,0,2,5,0,0,2,5,0,0,0,0,0,7,0,0,0,10,0.0,0.0
3774436,2990722,0,12,7,0,0,12,7,0,0,0,0,0,19,0,0,0,84,0.0,0.0
2009822,1585575,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3424019,1644860,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4272285,529656,0,2,45,0,0,2,45,0,0,0,0,0,47,0,0,0,90,0.0,0.0
4268945,3286225,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3629436,2452375,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3718888,1060150,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4610513,4368230,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
2115888,3516807,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1024384,1219960,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4665632,237479,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1710881,979391,0,8,1,0,0,8,1,0,0,0,0,0,9,0,0,0,8,0.0,0.0
1360608,2038576,0,1,156,0,0,1,156,0,0,0,0,0,157,0,0,0,156,0.0,0.0
10031,4487308,0,4,2,0,0,4,2,0,0,0,0,0,6,0,0,0,8,0.0,0.0
1866890,1481694,0,72,5,0,0,72,5,0,0,0,0,0,77,0,0,0,360,0.0,0.0
4677374,2599877,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1544046,2779342,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3995835,1671872,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3869241,1330814,0,1,6,0,0,1,6,0,0,0,0,0,7,0,0,0,6,0.0,0.0
2112353,3438101,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
133610,1943761,0,92,1,0,0,92,1,0,0,1,0,0,92,0,0,0,92,0.07607990126022486,0.0
661608,1897751,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
473954,944258,0,5,1,0,0,5,1,0,0,0,0,0,6,0,0,0,5,0.0,0.0
3865518,2522934,0,5,1,0,0,5,1,0,0,1,0,0,5,0,0,0,5,0.07380201915254651,0.0
3146252,2348641,0,1,60,0,0,1,60,0,0,0,0,0,61,0,0,0,60,0.0,0.0
3024454,2605692,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1263010,1265224,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
79747,826428,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
156596,3961031,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3248081,2599253,0,6,1,0,0,6,1,0,0,0,0,0,7,0,0,0,6,0.0,0.0
4310147,4752348,0,10,1,0,0,10,1,0,0,0,0,0,11,0,0,0,10,0.0,0.0
1011437,3315771,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
882192,2314059,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3685935,4657468,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1218527,4370805,0,17,2,0,0,17,2,0,0,0,0,0,19,0,0,0,34,0.0,0.0
3746075,393029,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
1849413,658696,0,14,1,0,0,14,1,0,0,0,0,0,15,0,0,0,14,0.0,0.0
602681,2870518,0,8,3,0,0,8,3,0,0,0,0,0,11,0,0,0,24,0.0,0.0
33157,1094711,0,33,1,0,0,33,1,0,0,0,0,0,34,0,0,0,33,0.0,0.0
848013,2973716,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4262443,252281,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1048061,316187,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3520748,2792343,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1166559,870272,0,1,5,0,0,1,5,0,0,0,0,0,6,0,0,0,5,0.0,0.0
2667375,2653351,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3468924,804896,0,1,3,0,0,1,3,0,0,1,0,0,3,0,0,0,3,0.07733928142848752,0.0
1683885,4142835,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
450349,1464808,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2580912,2723513,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4028356,4393825,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
6036,3086297,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3156352,1843468,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
392482,562794,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3346885,1166505,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
112421,4263337,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4664800,3798761,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2786860,4335456,0,6,1,0,0,6,1,0,0,0,0,0,7,0,0,0,6,0.0,0.0
3644975,658538,0,29,3,0,0,29,3,0,0,0,0,0,32,0,0,0,87,0.0,0.0
74915,3951979,0,2,5,0,0,2,5,0,0,0,0,0,7,0,0,0,10,0.0,0.0
4762132,2154965,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3655361,4340485,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2842844,4218605,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
1014853,3258049,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
2571160,290233,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4003780,4826320,0,1,44,0,0,1,44,0,0,0,0,0,45,0,0,0,44,0.0,0.0
22174,1569499,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4423405,3756549,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
782339,2990979,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4218750,3052718,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4010204,2389131,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4749426,372236,0,10,1,0,0,10,1,0,0,0,0,0,11,0,0,0,10,0.0,0.0
2360356,1989379,0,1,7,0,0,1,7,0,0,0,0,0,8,0,0,0,7,0.0,0.0
2130048,1865791,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2199892,3459067,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1030564,4835169,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1411342,3263094,0,16,4,0,0,16,4,0,0,0,0,0,20,0,0,0,64,0.0,0.0
3989633,992020,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
3762924,2290129,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1127188,2065448,0,38,1,0,0,38,1,0,0,0,0,0,39,0,0,0,38,0.0,0.0
4269722,4576323,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2690538,4347891,0,3,1,0,0,3,1,0,0,1,0,0,3,0,0,0,3,0.08356679299934457,0.0
4749954,1746440,0,3,5,0,0,3,5,0,0,0,0,0,8,0,0,0,15,0.0,0.0
2841485,4397271,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3533326,3380939,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3806331,3709606,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3405915,1511028,0,1,13,0,0,1,13,0,0,0,0,0,14,0,0,0,13,0.0,0.0
2711600,3138123,0,2,97,0,0,2,97,0,0,0,0,0,99,0,0,0,194,0.0,0.0
3054528,1685140,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1890136,378233,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4129460,1002508,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2697704,3410340,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2874186,2495328,0,27,81,0,0,27,81,0,0,5,0,0,103,0,0,0,2187,0.4331439958147667,0.0
601298,930813,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1204791,2409033,0,1,5,0,0,1,5,0,0,1,0,0,5,0,0,0,5,0.07607990126022486,0.0
2807138,407045,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1049984,3506828,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2461642,539521,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
3364186,4571758,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4625573,779698,0,2,2,0,0,2,2,0,0,1,0,0,3,0,0,0,4,0.07733928142848752,0.0
1871743,63538,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07380201915254651,0.0
3095110,4081391,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1973250,1939564,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3500413,3775870,0,1,61,0,0,1,61,0,0,0,0,0,62,0,0,0,61,0.0,0.0
3604243,1587287,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2679261,3467258,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1657021,1430203,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3227214,2233852,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3326806,3024725,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4031982,814521,0,18,1,0,0,18,1,0,0,0,0,0,19,0,0,0,18,0.0,0.0
4027669,4622894,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
473908,1784287,0,14,1,0,0,14,1,0,0,0,0,0,15,0,0,0,14,0.0,0.0
4438420,1832812,0,1,6,0,0,1,6,0,0,0,0,0,7,0,0,0,6,0.0,0.0
578643,4148482,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
264785,3645466,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
156452,2683663,0,3,2,0,0,3,2,0,0,0,0,0,5,0,0,0,6,0.0,0.0
4697673,4776885,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
453593,1523842,0,1,41,0,0,1,41,0,0,0,0,0,42,0,0,0,41,0.0,0.0
1986564,3253552,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2490835,4374620,0,20,2,0,0,20,2,0,0,0,0,0,22,0,0,0,40,0.0,0.0
712284,4631953,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4108017,2360475,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1004171,3882235,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2754272,4323687,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3477754,3540765,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07380201915254651,0.0
2592839,698983,0,1,31,0,91,1,122,0,23,0,0,0,32,91,23,0,122,0.0,0.0
3493736,4372479,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4316718,3490569,0,112,1,0,0,112,1,0,0,0,0,0,113,0,0,0,112,0.0,0.0
798960,595367,0,5,48,0,0,5,48,0,0,0,0,0,53,0,0,0,240,0.0,0.0
4783194,3700315,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4319451,1408826,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3064344,3275401,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4488613,4186138,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4565003,4372375,0,38,1,0,0,38,1,0,0,0,0,0,39,0,0,0,38,0.0,0.0
4861866,2471922,0,2,1,0,0,2,1,0,0,1,0,0,2,0,0,0,2,0.07380201915254651,0.0
3347918,209623,0,1,20,0,0,1,20,0,0,0,0,0,21,0,0,0,20,0.0,0.0
2409607,1106171,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4034781,2906522,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2925222,1838271,0,5,849,0,0,5,849,0,0,3,0,0,851,0,0,0,4245,0.29421722770663333,0.0
1827258,1796343,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4813507,4676283,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3169191,1630314,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1598151,2166061,0,14,2,0,0,14,2,0,0,0,0,0,16,0,0,0,28,0.0,0.0
726788,4352500,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3745211,4025915,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
608811,1665256,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4070481,3890984,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3783446,3343507,0,25,2,0,0,25,2,0,0,0,0,0,27,0,0,0,50,0.0,0.0
1780988,1450228,0,5,2,0,0,5,2,0,0,1,0,0,6,0,0,0,10,0.08693463438816679,0.0
4549318,4075742,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2685050,559408,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1842752,3387721,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1554757,1336758,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3201028,2428142,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4767550,4464313,0,65,1,1636,0,1701,1,54,0,0,0,0,66,1636,54,0,1701,0.0,0.0
3311893,4857323,0,1,3,0,0,1,3,0,0,1,0,0,3,0,0,0,3,0.07794757616848602,0.0
3713146,3126590,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3530993,1491655,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1876707,4357041,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2797019,4023611,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4715900,3460372,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1876550,3548968,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07380201915254651,0.0
2730289,1409597,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4637247,104331,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
808967,3039142,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2698825,3312626,0,6,1,0,0,6,1,0,0,0,0,0,7,0,0,0,6,0.0,0.0
4333093,1486643,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4194355,962020,0,3,6,0,0,3,6,0,0,0,0,0,9,0,0,0,18,0.0,0.0
3811129,4616681,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3411730,4002476,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
339695,3918249,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1848278,1117307,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07380201915254651,0.0
3965690,4685498,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3125986,4450279,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1008605,2069973,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
1379540,4540370,0,1,28,0,0,1,28,0,0,0,0,0,29,0,0,0,28,0.0,0.0
4716318,1009079,0,1,6,0,0,1,6,0,0,0,0,0,7,0,0,0,6,0.0,0.0
3183004,1706955,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
333760,1416060,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1910939,1585162,0,43,3,0,0,43,3,0,0,0,0,0,46,0,0,0,129,0.0,0.0
2862983,523594,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2620198,3844472,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
509617,1013665,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
560192,2018957,0,2,18,0,0,2,18,0,0,0,0,0,20,0,0,0,36,0.0,0.0
2137648,1944605,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3626756,3656819,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
374342,1568474,0,122,1,0,0,122,1,0,0,0,0,0,123,0,0,0,122,0.0,0.0
1700098,3976028,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
2851539,51173,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4808576,2538960,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3646405,3354888,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2074452,4260009,0,6,2,0,0,6,2,0,0,0,0,0,8,0,0,0,12,0.0,0.0
3809206,690439,0,4,9,0,0,4,9,0,0,0,0,0,13,0,0,0,36,0.0,0.0
681255,2545066,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2904467,3698718,0,3,26,0,0,3,26,0,0,0,0,0,29,0,0,0,78,0.0,0.0
4206046,4800511,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
264115,2873083,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
381109,4250714,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
113485,2413319,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1264898,4514568,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
741491,302146,0,1,7,0,0,1,7,0,0,0,0,0,8,0,0,0,7,0.0,0.0
3198,3328442,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
696939,1616563,0,1,2,0,0,1,2,0,0,1,0,0,2,0,0,0,2,0.07380201915254651,0.0
2792947,4332463,0,34,1,0,0,34,1,0,0,0,0,0,35,0,0,0,34,0.0,0.0
3954522,677727,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1107283,4467247,0,1,2,0,0,1,2,0,0,1,0,0,2,0,0,0,2,0.07747987297489226,0.0
2315121,655155,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4446931,1794170,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2411318,3549697,0,2,4,0,0,2,4,0,0,0,0,0,6,0,0,0,8,0.0,0.0
4017379,4669763,0,5,1,0,0,5,1,0,0,0,0,0,6,0,0,0,5,0.0,0.0
1549034,2596567,0,3,2,0,0,3,2,0,0,0,0,0,5,0,0,0,6,0.0,0.0
3130410,347462,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1065775,428221,0,1,5,0,19,1,24,0,5,0,0,0,6,19,5,0,24,0.0,0.0
1939881,2168788,0,1,27,0,0,1,27,0,0,0,0,0,28,0,0,0,27,0.0,0.0
413250,275414,0,17,1,0,0,17,1,0,0,0,0,0,18,0,0,0,17,0.0,0.0
4836112,1650001,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
390034,4563398,0,37,1,0,0,37,1,0,0,0,0,0,38,0,0,0,37,0.0,0.0
700632,4154262,0,6,1,0,0,6,1,0,0,0,0,0,7,0,0,0,6,0.0,0.0
3766181,1776760,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2495592,994918,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2313554,590410,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3459319,2690181,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3426532,3054186,0,1,10,0,0,1,10,0,0,0,0,0,11,0,0,0,10,0.0,0.0
2426427,3830799,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
3161310,3954986,0,1,26,0,0,1,26,0,0,0,0,0,27,0,0,0,26,0.0,0.0
4048606,1047552,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1574184,890749,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4119847,1438740,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3929828,4341798,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
479912,3870438,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2787533,4694917,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07733928142848752,0.0
1534012,407566,0,1,41,0,0,1,41,0,0,0,0,0,42,0,0,0,41,0.0,0.0
4195261,1020465,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1455275,3156445,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3315422,3895173,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2950094,1294820,0,2,12,0,0,2,12,0,0,0,0,0,14,0,0,0,24,0.0,0.0
2079580,2839957,0,2,3,0,0,2,3,0,0,0,0,0,5,0,0,0,6,0.0,0.0
2412863,1405417,0,1,7,0,0,1,7,0,0,0,0,0,8,0,0,0,7,0.0,0.0
2036102,3077364,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4531116,2360036,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
3284647,3552414,0,1,57,0,0,1,57,0,0,0,0,0,58,0,0,0,57,0.0,0.0
2839906,2780756,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
381443,4441751,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2112945,2111240,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4644386,4812845,0,2,9,0,0,2,9,0,0,0,0,0,11,0,0,0,18,0.0,0.0
2531854,1874315,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
281555,3604494,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3027065,1898074,0,7,1,0,0,7,1,0,0,0,0,0,8,0,0,0,7,0.0,0.0
2952293,2326651,0,1,11,0,0,1,11,0,0,0,0,0,12,0,0,0,11,0.0,0.0
3895558,2462909,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
208001,4051055,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4352165,2111992,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4446125,4462821,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
25671,1412266,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
224005,4339116,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4334540,3999087,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
148596,2453345,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4489496,2761068,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2902814,4634843,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
2581623,196399,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2362591,2109157,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2610203,258148,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4861208,299829,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
